,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7879,7880,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19
7917,7918,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19
7924,7925,Zumba Fitness Rush,X360,2012,Sports,505 Games,0,0.16,0,0.02,0.19
7945,7946,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19
7947,7948,Star Trek: Legacy,X360,,Simulation,Ubisoft,0.14,0.03,0,0.02,0.19
7955,7956,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.07,0,0.02,0.19
7984,7985,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0,0.02,0.19
7987,7988,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.19
7991,7992,Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.19
7992,7993,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01,0.19
8001,8002,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02,0.18
8003,8004,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0,0.02,0.18
8015,8016,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.16,0.01,0,0.01,0.18
8032,8033,Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,0.18
8049,8050,Remember Me,X360,2013,Action,Capcom,0.1,0.07,0,0.02,0.18
8054,8055,Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.09,0,0.02,0.18
8069,8070,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18
8084,8085,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0,0.02,0.18
8087,8088,Backbreaker,X360,,Sports,Unknown,0.17,0,0,0.01,0.18
8116,8117,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18
8121,8122,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0,0,0.01,0.18
8122,8123,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0,0.01,0.18
8134,8135,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18
8145,8146,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0,0.02,0.18
8154,8155,Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18
8168,8169,Otomedius Excellent,X360,,Shooter,Unknown,0.13,0,0.04,0.01,0.18
8181,8182,Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0,0.01,0.18
8190,8191,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18
8191,8192,FIFA 17,X360,2016,Sports,Electronic Arts,0.03,0.13,0,0.01,0.18
8251,8252,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0,0,0.01,0.17
8263,8264,NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17
8264,8265,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0,0.01,0.17
8300,8301,Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17
8301,8302,N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,0.06,0.07,0.04,0.01,0.17
8316,8317,The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0,0.01,0.17
8321,8322,Bee Movie Game,X360,2007,Action,Activision,0.16,0,0,0.01,0.17
8329,8330,Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.07,0,0.02,0.17
8334,8335,Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0,0.01,0.17
8336,8337,MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0,0.02,0.17
8356,8357,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0,0.01,0.17
8364,8365,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.01,0.17
8366,8367,Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0,0.01,0.17
8367,8368,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0,0,0.01,0.17
8380,8381,Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0,0,0.01,0.17
8381,8382,G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0,0.01,0.17
8407,8408,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17
8419,8420,Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.03,0,0.01,0.17
8432,8433,NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02,0.17
8446,8447,Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.04,0,0.01,0.17
8453,8454,Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17
8462,8463,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16
8476,8477,Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0,0.01,0.16
8486,8487,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16
8492,8493,Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16
8514,8515,Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16
8528,8529,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.1,0,0.01,0.16
8533,8534,Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0,0.01,0.16
8536,8537,NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0,0,0.01,0.16
8562,8563,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0,0,0.01,0.16
8594,8595,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.03,0.01,0.16
8602,8603,Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0.11,0.04,0,0.01,0.16
8606,8607,Blitz: The League,X360,2006,Sports,Midway Games,0.15,0,0,0.01,0.16
8619,8620,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16
8622,8623,Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16
8628,8629,Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.16
8631,8632,Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.01,0.16
8660,8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.15,0,0,0.01,0.16
8662,8663,Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0,0.01,0.16
8680,8681,Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.04,0,0.01,0.16
8707,8708,Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16
8708,8709,Jurassic Park: The Game,X360,,Action,Unknown,0.15,0,0,0.01,0.16
8724,8725,FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15
8727,8728,de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0,0.01,0.15
8735,8736,Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0,0,0.01,0.15
8743,8744,Stormrise,X360,2009,Strategy,Sega,0.11,0.03,0,0.01,0.15
8754,8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
8756,8757,Cars: Race-O-Rama,X360,2009,Racing,THQ,0.14,0.01,0,0.01,0.15
8776,8777,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
8789,8790,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0,0.01,0.15
8824,8825,The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15
8830,8831,Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01,0.15
8837,8838,Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15
8887,8888,Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,0.14,0,0,0.01,0.15
8898,8899,Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15
8932,8933,Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.06,0,0.01,0.15
8935,8936,NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0,0.01,0.15
8953,8954,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0,0.01,0.15
8955,8956,Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0,0.01,0.15
8971,8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15
8984,8985,Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0,0,0.01,0.15
9022,9023,Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14
9046,9047,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
9133,9134,Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14
9140,9141,X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14
9144,9145,How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.14
9162,9163,International Cricket 2010,X360,2010,Sports,Codemasters,0,0.12,0,0.02,0.14
9169,9170,Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.03,0,0.01,0.14
9178,9179,Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0,0.01,0.14
9184,9185,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,0.12,0,0.02,0.14
9201,9202,Create,X360,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14
9202,9203,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.01,0.14
9209,9210,NCIS,X360,2011,Adventure,Ubisoft,0.1,0.03,0,0.01,0.14
9213,9214,Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14
9240,9241,The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14
9252,9253,Bejeweled 3,X360,,Puzzle,Unknown,0.13,0,0,0.01,0.14
9255,9256,Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0,0,0.01,0.14
9268,9269,Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0,0.01,0.14
9275,9276,MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14
9291,9292,Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0,0,0.01,0.14
9307,9308,Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.14
9343,9344,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
9369,9370,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
9378,9379,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
9388,9389,Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13
9397,9398,History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13
9402,9403,Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13
9419,9420,Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9422,9423,Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13
9432,9433,Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13
9451,9452,The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.09,0,0.01,0.13
9463,9464,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
9484,9485,Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13
9485,9486,Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13
9489,9490,The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13
9504,9505,Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9507,9508,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,0.13
9524,9525,Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13
9532,9533,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
9536,9537,Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13
9540,9541,Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13
9557,9558,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
9569,9570,Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.08,0,0.01,0.13
9583,9584,Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13
9601,9602,Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.03,0,0.01,0.13
9604,9605,Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.05,0,0.01,0.13
9605,9606,Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13
9631,9632,Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13
9646,9647,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.13
9651,9652,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13
9675,9676,SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01,0.12
9693,9694,WRC: FIA World Rally Championship,X360,,Racing,Black Bean Games,0,0.1,0,0.02,0.12
9695,9696,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12
9709,9710,Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12
9711,9712,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01,0.12
9762,9763,Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0,0.01,0.12
9778,9779,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12
9779,9780,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12
9783,9784,Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01,0.12
9802,9803,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9828,9829,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.03,0,0.01,0.12
9829,9830,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0,0.01,0.12
9831,9832,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01,0.12
9833,9834,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9865,9866,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0,0,0.01,0.12
9867,9868,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0,0,0.01,0.12
9880,9881,Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0,0,0.01,0.12
9883,9884,Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0,0.01,0.12
9891,9892,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.07,0,0.01,0.12
9895,9896,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12
9924,9925,Raiden IV,X360,2008,Shooter,Moss,0.1,0,0.01,0.01,0.12
9941,9942,Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0,0.01,0.12
9972,9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,0.09,0.01,0,0.01,0.12
9984,9985,Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.12
10007,10008,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0,0.01,0.11
10013,10014,Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0,0.01,0.11
10045,10046,Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11
10049,10050,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01,0.11
10075,10076,Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0,0.01,0.11
10079,10080,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0,0.01,0.01,0.11
10084,10085,Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0,0.01,0.11
10093,10094,The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0,0,0.01,0.11
10114,10115,Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11
10124,10125,Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.05,0,0.01,0.11
10137,10138,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10142,10143,Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.01,0.11
10164,10165,Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0,0,0.01,0.11
10165,10166,The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11
10182,10183,Smash Court Tennis 3,X360,2007,Sports,Atari,0.08,0.02,0,0.01,0.11
10198,10199,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10199,10200,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.03,0,0.01,0.11
10205,10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0,0.01,0.11
10229,10230,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11
10240,10241,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0,0.01,0.11
10246,10247,Planet 51,X360,2009,Action,Sega,0.07,0.03,0,0.01,0.11
10251,10252,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.01,0,0.01,0.11
10292,10293,Backyard NFL Football '10,X360,2009,Sports,Atari,0.1,0,0,0.01,0.11
10301,10302,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.11
10303,10304,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0,0.01,0.11
10306,10307,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10307,10308,Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.04,0,0.01,0.11
10322,10323,Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0,0.01,0.11
10334,10335,Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.03,0,0.01,0.11
10345,10346,Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0,0,0.01,0.11
10364,10365,Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0,0.01,0.11
10401,10402,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0,0.01,0.11
10418,10419,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0,0,0.01,0.1
10453,10454,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1
10460,10461,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0,0.01,0.1
10490,10491,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.07,0,0.01,0.1
10494,10495,Shrek: Forever After,X360,2010,Platform,Activision,0.09,0,0,0.01,0.1
10510,10511,Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1
10563,10564,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1
10566,10567,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0.01,0,0.01,0.1
10567,10568,Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1
10580,10581,GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.06,0,0.01,0.1
10588,10589,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1
10598,10599,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1
10609,10610,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1
10613,10614,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
10626,10627,nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1
10629,10630,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1
10653,10654,NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
10690,10691,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1
10691,10692,Happy Feet Two,X360,,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0,0.01,0.1
10695,10696,CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0,0.01,0.1
10707,10708,Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1
10710,10711,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01,0.1
10711,10712,Ben 10 Galactic Racing,X360,2011,Racing,D3Publisher,0.07,0.02,0,0.01,0.1
10714,10715,Rio,X360,2011,Misc,THQ,0.05,0.03,0,0.01,0.1
10723,10724,Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.04,0,0.01,0.1
10742,10743,Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.02,0.07,0,0.01,0.1
10751,10752,Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,0.09,0,0,0.01,0.1
10764,10765,Watchmen: The End is Nigh Part 1 & 2,X360,2009,Action,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1
10768,10769,MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0,0.01,0.1
10786,10787,Man vs. Wild,X360,2011,Action,Crave Entertainment,0.09,0,0,0.01,0.1
10802,10803,Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,0.09,0,0,0.01,0.1
10803,10804,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0,0.01,0.1
10814,10815,MindJack,X360,2011,Shooter,Square Enix,0.07,0.02,0,0.01,0.1
10821,10822,The X-Factor,X360,2010,Misc,Deep Silver,0,0.08,0,0.01,0.09
10832,10833,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0,0,0.01,0.09
10843,10844,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0,0.01,0.09
10870,10871,Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.09,0,0,0.01,0.09
10877,10878,Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.03,0,0.01,0.09
10883,10884,Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.02,0.06,0,0.01,0.09
10929,10930,Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.09,0,0,0.01,0.09
10937,10938,Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,0.07,0.01,0,0.01,0.09
10962,10963,Transformers: Devastation,X360,2015,Action,Activision,0.06,0.02,0,0.01,0.09
10994,10995,JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0,0.01,0.09
11024,11025,Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0,0,0.01,0.09
11037,11038,Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0,0.01,0.09
11041,11042,Bass Pro Shops: The Hunt,X360,2010,Sports,Griffin International,0.08,0,0,0.01,0.09
11069,11070,Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0,0.01,0.09
11089,11090,MotoGP 14,X360,2014,Racing,Milestone S.r.l.,0.04,0.04,0,0.01,0.09
11096,11097,Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0,0,0.01,0.09
11102,11103,Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.09
11112,11113,Deadliest Catch: Sea of Chaos,X360,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.09
11156,11157,Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.04,0.04,0,0.01,0.09
11167,11168,Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0,0.01,0.01,0.09
11170,11171,ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0,0.01,0.09
11171,11172,F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0,0.01,0.09
11172,11173,SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0,0,0.01,0.09
11174,11175,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01,0.09
11179,11180,Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.05,0,0.01,0.09
11204,11205,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.08,0,0.01,0.09
11222,11223,Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.01,0,0.01,0.09
11277,11278,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08
11284,11285,MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.05,0,0.01,0.08
11301,11302,Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.06,0,0.01,0.08
